@relation sentiment

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coordinating_conjunctions numeric
@attribute past_tense_verbs numeric
@attribute future_tense_verbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parantheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang_acronyms numeric
@attribute upper_case_words numeric
@attribute sentence_length numeric
@attribute token_length numeric
@attribute number_sentences numeric
@attribute class {0, 4}

@data
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,6.0,6.25,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.5,1,0
3,0,0,2,1,0,0,0,0,3,0,10,1,2,0,0,0,36.0,3.0625,1,0
2,1,1,0,1,0,2,2,0,2,0,11,0,2,0,0,0,32.0,4.125,1,0
1,0,2,1,0,0,2,0,0,0,0,4,0,2,0,0,0,15.5,3.61538461538,2,0
0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,13.0,3.84615384615,1,0
0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,12.0,4.9,1,0
2,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,9.0,4.375,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8.5,3.86666666667,2,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6.0,3.2,1,0
0,0,1,1,0,0,1,0,0,0,0,9,2,1,0,0,0,9.0,4.5,3,0
1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,7.0,4.2,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7.0,3.28571428571,1,0
2,0,1,2,3,0,0,0,0,0,0,8,0,3,0,0,0,12.0,3.5,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,5.0,1,0
2,0,0,3,2,0,0,1,0,0,0,8,0,1,0,0,0,23.0,3.33333333333,1,0
4,0,0,1,0,1,0,0,0,0,1,5,0,1,0,0,0,26.0,3.52380952381,1,0
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,4.2,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7.0,4.0,1,0
